id,trigger,conditions,script,text,options,notes
naderin_tdd_objectScanWhy,DialogOptionSelected,"$option == naderin_tdd_objectScanWhy",,"""There's nothing new on sensors, $playerSirOrMadam."" Your crew exchange glances as your sensors officer double-checks their work. ""I can't see any reason for concern at the moment, but...""","naderin_tdd_objectScan3:Continue",
naderin_tdd_objectScan3,DialogOptionSelected,"$option == naderin_tdd_objectScan3","ShowDefaultVisual","Just as your crew begin to second-guess themselves, a garbled hyperwave burst blares out from the relay without warning. And then, as if having fulfilled its purpose, it shudders back into view of your sensors... and then breaks apart into multiple pieces.

Your comms officer taps at their console, but they appear to make no progress. ""The hyperwave message is just junk. Nothing we can sift out from the static, $playerSirOrMadam.""

""That relay was junk,"" your chief engineer scoffs from the side. ""But failing like that? I can't believe I even thought it was spaceworthy.""","naderin_tdd_objectScan4:Order the relay's remains analysed",
naderin_tdd_objectScan4,DialogOptionSelected,"$option == naderin_tdd_objectScan4","$naderin_tdd_submit = true
Call $naderin_tdd_ref updateStage
DespawnEntity","Salvage crews depart shortly after you give the order, and results come in promptly without issue.

""Now that we were able to take a closer look, we were able to confirm that there wasn't much of a chance of it working properly in the first place. A modified relay like this? It's like self-sabotage with how shoddy the workmanship is.""

Despite this, your sensors officer notes that even if the onboard electronics were turned to slag when the thing tore itself apart, the garbled hyperwave burst was certainly still strong enough to alert any nearby fleets of your presence.","defaultLeave:Leave",
"#END Drop Interaction",,,,,,
,,,,,,
# Pirate Interaction,,,,,,
naderin_tdd_pirateEncounter,BeginFleetEncounter,"$naderin_tdd_pirates_ref score:3000
!$entity.tdd_alreadyMetPlayer
# Call $naderin_tdd_ref updateData","FleetDesc
# AddText ""These are probably the pirates Remy was talking about.""",,,
naderin_tdd_pirateCommsFriendly,OpenCommLink,"$faction.friendlyToPlayer
$entity.naderin_tdd_pirates_ref score:3000
!$entity.isHostile
!$entity.tdd_alreadyMetPlayer","$entity.tdd_alreadyMetPlayer
FireAll PopulateOptions","""Ah. Hm? Thought you were someone else.""",,
naderin_tdd_pirateOptFriendly,PopulateOptions,"$faction.friendlyToPlayer
$entity.naderin_tdd_pirates_ref score:100
!$tdd_askedQuestion",,,"naderin_tdd_pirateHeardFriendly:""Are you, by chance, here to intercept a drop?""",
naderin_tdd_pirateHeardFriendly,DialogOptionSelected,"$option == naderin_tdd_pirateHeardFriendly","$tdd_askedQuestion = true
FireAll PopulateOptions","""Eh? Not a clue what you're talking about.""

It's quickly made clear that these pirates are here because they heard a particular mercenary fleet was passing through here, but mentions of a dead drop are only met with blank stares.",,
naderin_tdd_pirateCommsNeutral,OpenCommLink,"$entity.naderin_tdd_pirates_ref score:3000
!$entity.isHostile
!$entity.tdd_alreadyMetPlayer","$entity.tdd_alreadyMetPlayer = true
# $menuState = fleetConvMain 0
FireAll PopulateOptions","""Daft or somethin'? What're you talkin' to us for?""",,
naderin_tdd_pirateOptNeutral,PopulateOptions,"$entity.naderin_tdd_pirates_ref score:3000
$faction.neutralToPlayer
!$entity.isHostile
!$tdd_askedQuestion",,,"naderin_tdd_pirateHeardNeutral:""Intercepting a dead drop today?""",
naderin_tdd_pirateHeardNeutral,DialogOptionSelected,"$option == naderin_tdd_pirateHeardNeutral","$tdd_askedQuestion = true
FireAll PopulateOptions","""What sort of question is that? Get lost.""

Further questions are met with varying mixes of indifference and annoyance. It's clear you aren't getting anything out of them.",,
naderin_tdd_pirateCommsHostile,OpenCommLink,"$entity.naderin_tdd_pirates_ref score:3000
!$entity.tdd_alreadyMetPlayer","$entity.tdd_alreadyMetPlayer = true
$entity.ignorePlayerCommRequests = true 1
FireAll PopulateOptions","The comms line fizzles into being. On your screen, the pirate $personRank seems to lean to the side for a second as someone speaks into their ear.

""I suppose we could have ourselves a talk before the blasting starts."" $HeOrShe raises a brow, then alternates between raising one or the other in some sort of a mocking gesture. ""So? Speak 'fore we get bored.""",,"# Score might have to be high to override generic pirate dialog rule
# also, conditions make this a fall-back rule"
naderin_tdd_pirateOptHostile,PopulateOptions,"$entity.naderin_tdd_pirates_ref score:3000
$entity.isHostile
!$tdd_askedQuestion",,,"naderin_tdd_pirateHeardHostile:""You're here for the drop, aren't you?""",
naderin_tdd_pirateHeardHostile,DialogOptionSelected,"$option == naderin_tdd_pirateHeardHostile","$tdd_askedQuestion = true
FireAll PopulateOptions","""What? That's what you wanted to ask?"" $HeOrShe deflates in disappointment, their good humour fading into impatience.

""Why would we ever tell you, you rad-addled dirt-scrubber?""",,
"#END Pirate Interaction",,,,,,
,,,,,,
# Mercenary Interaction,,,,,,
naderin_tdd_mercFleetEncounter,BeginFleetEncounter,"$naderin_tdd_merc_ref score: 100
!$entity.alreadyTalkedToPlayer
!$player.naderin_tdd_talkedToMerc","FleetDesc
HailPlayer",,,"# in this mission, we'll only consider them ""met"" if the player talks to them"
naderin_tdd_mercInitialOpen,OpenCommLink,"$entity.naderin_tdd_merc_ref score:100
!$entity.alreadyTalkedToPlayer
!$entity.tookTheDeal","$entity.alreadyTalkedToPlayer = true
$player.naderin_tdd_talkedToMerc = true
SetTextHighlights 10,000
FireAll naderin_tdd_mercOpts","$personName looks at you with a blank gaze.

They don't bother with pleasantries, getting straight to business. ""The location of your drop, and you get 10,000 credits. Deal?""",,
naderin_tdd_mercOpen,OpenCommLink,"$entity.naderin_tdd_merc_ref score:100
$entity.alreadyTalkedToPlayer
!$entity.tookTheDeal","SetTextHighlights 10,000
FireAll naderin_tdd_mercOpts","$personName looks at you with a blank gaze, but there's a hint of annoyance there now.

""Changed your mind? The location of your drop, and you get 10,000 credits. Deal?""",,
naderin_tdd_mercDetailsOpt,naderin_tdd_mercOpts,"!$askedForDetails",,,"naderin_tdd_mercDetails:""What do you need that information for?""",
naderin_tdd_mercDetails,DialogOptionSelected,"$option == naderin_tdd_mercDetails","$askedForDetails = true
FireAll naderin_tdd_mercOpts","""You know how it is. Confidential.""",,
naderin_tdd_mercDetailsOpt2,naderin_tdd_mercOpts,"$askedForDetails
!$askedToConvince",,,"naderin_tdd_mercDetails2:""Is there no way I could convince you otherwise?""",
naderin_tdd_mercDetails2,DialogOptionSelected,"$option == naderin_tdd_mercDetails2","$askedToConvince = true
FireAll naderin_tdd_mercOpts","""A contract's a contract. But."" $HeOrShe gives you a crack of a smile.

""As one captain to another, I believe you might be better suited asking questions to your employer. They are the one responsible, no? Better their words than mine. Now, do we have a deal?""",,
naderin_tdd_mercJustThatOpt,naderin_tdd_mercOpts,"!$askedJustThat",,,"naderin_tdd_mercJustThat:""And all you want is the location?""",
naderin_tdd_mercJustThat,DialogOptionSelected,"$option == naderin_tdd_mercJustThat","$askedJustThat = true
FireAll naderin_tdd_mercOpts","""Nothing about the drop itself. Or you. Just the location of the drop, captain.""",,
naderin_tdd_mercAndIfOpt,naderin_tdd_mercOpts,"!$askedAndIf",,,"naderin_tdd_mercAndIf:""And if we refuse?""",
naderin_tdd_mercAndIf,DialogOptionSelected,"$option == naderin_tdd_mercAndIf","$askedAndIf = true
FireAll naderin_tdd_mercOpts","There's a hint of exasperation on $hisOrHer face now. ""We will not be resorting to violence, if that is what you are asking.""",,
naderin_tdd_mercDealOpt,naderin_tdd_mercOpts,,,,"naderin_tdd_mercDeal:Accept the deal and transmit coordinates",
naderin_tdd_mercDeal,DialogOptionSelected,"$option == naderin_tdd_mercDeal","$entity.tookTheDeal = true
MakeOtherFleetImportant false
AddTextSmall ""Coordinates transmitted to $personName"" highlight
AddCredits 10000","""A pleasure doing business with you, captain.""","cutCommLink:Cut the comm link",
naderin_tdd_mercRefuseOpt,naderin_tdd_mercOpts,,,,"naderin_tdd_mercRefuse:Refuse",
naderin_tdd_mercRefuse,DialogOptionSelected,"$option == naderin_tdd_mercRefuse",,"The mercenary $personRank sighs before cutting the comm link.","cutCommLinkNoText:Continue",
naderin_tdd_mercCutCommsOpt,naderin_tdd_mercOpts,,,,"cutCommLink:Cut the comm link",
"#END Mercenary Interaction",,,,,,
,,,,,,
# After The Drop,,,,,,
naderin_tdd_remyGreetAgain,PickGreeting,"$id == naderin_remy
$naderin_tdd_stage == SUBMIT score:1000","ShowPersonVisual
FireAll PopulateOptions","You connect immediately.

The glow of a console flickers rapidly on Remy's face. Busy no doubt, but the flickering calms with a tap, and Remy focuses his attention onto you.

""You're back.""",,
naderin_tdd_remyConvOpts2,PopulateOptions,"$id == naderin_remy
$naderin_tdd_stage == SUBMIT score:1000",,,"naderin_tdd_remyConv1:""You have some explaining to do.""
naderin_tdd_remyConv2:""There was an issue with the drop.""",
naderin_tdd_remyConv1,DialogOptionSelected,"$option == naderin_tdd_remyConv1","$option = naderin_tdd_remyConv3
FireBest DialogOptionSelected","""I do, don't I?""",,
naderin_tdd_remyConv2,DialogOptionSelected,"$option == naderin_tdd_remyConv2","$option = naderin_tdd_remyConv3
FireBest DialogOptionSelected","""I know. I know.""",,
naderin_tdd_remyConv3,DialogOptionSelected,"$option == naderin_tdd_remyConv3",,"Remy sighs, leaning back in his chair. ""Ah, whatever. I'll just tell you now. I'm in debt.""","naderin_tdd_remyConvDebt:""Debt?""
naderin_tdd_remyConvDebtWho:""Who are you indebted to?""",
naderin_tdd_remyConvDebt,DialogOptionSelected,"$option == naderin_tdd_remyConvDebt",,"""Yes. Debt. What, is this a foreign concept to you?""","naderin_tdd_remyConvDebtNo:""No, I've never been in debt.""
naderin_tdd_remyConvDebtMock:""Debt is for losers.""
naderin_tdd_remyConvDebtComisserate:""Yeah. Those Tri-Tachyon investors, huh?""
naderin_tdd_remyConvDebtWho:""Who are you indebted to?""",
naderin_tdd_remyConvDebtNo,DialogOptionSelected,"$option == naderin_tdd_remyConvDebtNo",,"He shakes his head, envious. ""Lucky you, captain. Lucky you.""","naderin_tdd_remyConvDebtWho:""Who are you in debt to?""",
naderin_tdd_remyConvDebtMock,DialogOptionSelected,"$option == naderin_tdd_remyConvDebtMock","AdjustRepPerson naderin_remy SUSPICIOUS -1","""Laugh all you like now, captain. If there's anything I'm sure of, it's death, taxes... and debt.""","naderin_tdd_remyConvDebtWho:""Who are you in debt to?""",
naderin_tdd_remyConvDebtComisserate,DialogOptionSelected,"$option == naderin_tdd_remyConvDebtComisserate","AdjustRepPerson naderin_remy FRIENDLY 1","""Ah, those lot. You've run into them? I thought about getting a loan from them once, but their fees were outrageous! It's crazy what those bloodsuckers are willing to do to get a credit, huh?""","naderin_tdd_remyConvDebtWho:""Who are you in debt to?""",
naderin_tdd_remyConvDebtWho,DialogOptionSelected,"$option == naderin_tdd_remyConvDebtWho",,"""Ah. Well. It's a funny story. Sort of. More of a long story, really. Um."" Remy hesitates for a second.

""Okay, yeah. It's pirates. I'm in debt to pirates.""","naderin_tdd_remyConvDebtPirates:""Pirates?""",
naderin_tdd_remyConvDebtPirates,DialogOptionSelected,"$option == naderin_tdd_remyConvDebtPirates",,"""Yep. Pirates.""","naderin_tdd_remyConvDebtPirates2:""Pirates.""
naderin_tdd_remyConvDebtDoubt:""Really?""",
naderin_tdd_remyConvDebtPirates2,DialogOptionSelected,"$option == naderin_tdd_remyConvDebtPirates2",,"""Pirates. Yeah. Those guys.""","naderin_tdd_remyConvDebtDoubt:""Really?""",
naderin_tdd_remyConvDebtDoubt,DialogOptionSelected,"$option == naderin_tdd_remyConvDebtDoubt",,"He coughs. ""I mean, sure, pirates rob and pillage and all that. They aren't in their right minds half of the time. But they're, you know, pirates. If they knew you could mug someone of credits you don't even have, well...""

""Never mind that."" Remy waves a hand dismissively, not wanting to speak more of it. ""The whole point of the drop was to get a message across to someone in the system. That it failed... well, that was actually on purpose.""","naderin_tdd_remyDrop:""On purpose?""",
naderin_tdd_remyDrop,DialogOptionSelected,"$option == naderin_tdd_remyDrop","FireAll naderin_tdd_remyDropOpts","""Ha, well, let me give you a bit of context. You see, my debt isn't really just a matter of credits. My activities here make bank, so that's not an issue.""

Remy turns to the side for a moment, tapping for a second on their console. ""It's a debt in the sense that I messed up one of their jobs. Now I owe them a whole slew of favours in lieu of payment. One of them being the drop.""

""And that makeshift relay you deployed for me didn't really fail at all. It just pretended to. If it fooled you, then it should have fooled everyone else too, which is great. It all worked out in the end.""

""Though I admit,"" he pauses, ""the relay wasn't supposed to fail as spectacularly as it did. Well, in the sense that making something fail only for it to fail to fail... well, it's ironic, isn't it?""",,
naderin_tdd_remyDropIntentionalOpt,naderin_tdd_remyDropOpts,"!$askedIntentional",,,"naderin_tdd_remyDropIntentional:""So it was unintentionally intentional?""",
naderin_tdd_remyDropIntentional,DialogOptionSelected,"$option == naderin_tdd_remyDropIntentional","$askedIntentional = true
FireAll naderin_tdd_remyDropOpts","""Almost. Intentional sabotage would have been far too obvious, so I had to attempt more subtle means of failure. But who knew the thing was shoddy enough to break on it's own?""

Remy shrugs. ""Either way, it bought me some time. Time for... well. You'll see. I'm much more competent than everyone thinks. How else could I get to where I am without a little brains?""",,
naderin_tdd_remyDropMercOpt,naderin_tdd_remyDropOpts,"$player.naderin_tdd_talkedToMerc == true
!$askedMerc",,,"naderin_tdd_remyDropMerc:""It fooled a merc, too. They wanted to know about the drop.""",
naderin_tdd_remyDropMerc,DialogOptionSelected,"$option == naderin_tdd_remyDropMerc","$askedMerc = true
FireAll naderin_tdd_remyDropOpts","""Mercenaries?""

Remy narrows his eyes, looking off to the side in thought. ""It can't have been that important, surely? But if what you say is true...""",,
naderin_tdd_remyHelpOpt,naderin_tdd_remyDropOpts,"$player.naderin_tdd_talkedToMerc == true
$askedIntentional",,,"naderin_tdd_remyHelp:""You want my help?""",
naderin_tdd_remyHelp,DialogOptionSelected,"$option == naderin_tdd_remyHelp","FireAll naderin_remyHelpOpts","""Not for free. For credits, of course! You're the kind of person who'd do anything for money, right?""

They fiddle a little with their hands, waiting to see how you'll react.",,
naderin_tdd_remyHelpYesOpt,naderin_remyHelpOpts,,,,"naderin_remyHelpYes:""You could say that.""",
naderin_tdd_remyHelpYes,DialogOptionSelected,"$option == naderin_remyHelpYes","AdjustRepPerson naderin_remy COOPERATIVE 5
AddXP 5000
$naderin_tdd_completed = true
Call $naderin_tdd_ref updateStage","""Great!"" Remy beams at you. ""I don't have any pressing tasks at the moment, but if you drop by a while later, I should have something for you.""","naderin_tdd_remyFinal:Continue",
naderin_tdd_remyHelpGreedyOpt,naderin_remyHelpOpts,,,,"naderin_tdd_remyHelpGreedy:""My services are very much for sale.""",
naderin_tdd_remyHelpGreedy,DialogOptionSelected,"$option == naderin_tdd_remyHelpGreedy","$player.ethosMercenary++
$naderin_tdd_completed = true
Call $naderin_tdd_ref updateStage
AdjustRepPerson naderin_remy FRIENDLY 5","""Great! If not concerning. But anyway."" Remy beams at you. ""I don't have any pressing tasks at the moment, but if you drop by a while later, I should have something for you.""","naderin_tdd_remyFinal:Continue",
naderin_tdd_remyHelpMaybeOpts,naderin_remyHelpOpts,,,,"naderin_tdd_remyHelpMaybe:""Not always.""",
naderin_tdd_remyHelpMaybe,DialogOptionSelected,"$option == naderin_tdd_remyHelpMaybe","$naderin_tdd_completed = true
Call $naderin_tdd_ref updateStage
AdjustRepPerson naderin_remy FRIENDLY 5","""Fair enough. I'm glad you're open to the idea nonetheless."" Remy beams at you. ""I don't have any pressing tasks at the moment, but if you drop by a while later, I should have something for you.""","naderin_tdd_remyFinal:Continue",
naderin_tdd_remyHelpNoOpts,naderin_remyHelpOpts,,,,"naderin_tdd_remyHelpNo:""I can't help you any further than this.""",
naderin_tdd_remyHelpNo,DialogOptionSelected,"$option == naderin_tdd_remyHelpNo","$naderin_tdd_completed = true
Call $naderin_tdd_ref updateStage
AdjustRepPerson naderin_remy FRIENDLY 5","""That's a shame."" Remy sighs in disappointment. ""But if you're still open to the idea in the future, drop by anytime. I'll have something ready for you.""","naderin_tdd_remyFinal:Continue",
naderin_tdd_remyFinal,DialogOptionSelected,"$option == naderin_tdd_remyFinal","AddPotentialContact naderin_remy
unsetAll $naderin_tdd","Your conversation is interrupted by a confirmation of payment on your side, and the ping of notifications stacking up on Remy's side of the call. ""Ah, excuse me. Work's piling up. Apologies if you thought I was new at this or something but... well, hey, everyone runs into a few surprise problems every now and again, right?""

Remy coughs a little before continuing. ""You probably still have a lot of questions. But that... yes, that'll have to be for another time. So.""","naderin_tdd_remyFinal2: Continue",
naderin_tdd_remyFinal2,DialogOptionSelected,"$option == naderin_tdd_remyFinal2",,"""As riveting as our talk was, I really must be going."" You realise that Remy is already holding a cheap bottle of liquor, ready to drink himself to oblivion. With a tap, lines of text trail across his screen, the glow of his console flickering with worrying speed onto his tired eyes.

""I'll see you later! Hopefully. Burn bright, captain.""","cutCommLink:Cut the comm link",
"#END After The Drop",,,,,,
"#END The Derinkuyu Drop",,,,,,
,,,,,,
# Remy,,,,,,
naderin_remyDefaultGreeting,PickGreeting,"$id == naderin_remy score:20","ShowPersonVisual
FireAll PopulateOptions","There's a shuffling of papers before Remy appears on-screen.

""This is Remy. Who's this?""
OR
""Ah, hello. Bright stars and all that. This is Remy. What's going on?"" Remy appears on-screen, strangely a little disheveled but no worse for wear.
OR
You wait several moments before the call connects.

""Uh, Remy here."" Remy looks at you, rubbing their eyes. ""Can I help you?""
OR
You must have come at a good time, because Remy appears much more alert and energetic than most of the other times you've ever met him.

""If it ain't my favourite captain!"" Remy beams at you as he quietly sets aside a bottle opener. ""How can I be helpin' you today?""",,
naderin_remyContactPrintAcceptText,ContactPrintAcceptText,"$id == naderin_remy score:200",,"""Nice.""
OR
""Good luck with that, captain."" It's at that moment $heOrShe begins celebrating with a bottle of alcohol.
OR
$HeOrShe simply nods. ""Good luck.""
OR
$HeOrShe smiles, leaving the words of gratitude unsaid. In response, you ignore the clinking of bottles offscreen, not quite sure what to make of their drinking problem.",,
naderin_remyContactPrintDeclineText,ContactPrintDeclineText,"$id == naderin_remy score:200",,"""Well, let me know if you change your mind.""
OR
$HeOrShe seems to think things over. ""Perhaps next time.""
OR
""Oh well."" $HeOrShe shrugs.
OR
""Right,"" $heOrShe says, ""I'm sure I can figure out some alternative.""
OR
$HeOrShe nods, brow furrowed, and says ""I understand.""
OR
A look of disappointment crosses $hisOrHer face, but $heOrShe simply shrugs.
OR
$HeOrShe looks thoughtful, ""I see, captain. Your loss I suppose.""
OR
""It's a missed opportunity, captain, but it's your decision.""",,"# currently just the generic dialog"
,,,,,,
# Blueprint Intel (Vanilla),,,,,,
naderin_remy_sitmBlurb,sitm_blurb,"$id == naderin_remy score:200",,"""Someone's selling the location of $sitm_aOrAnItem on some online storefront. I've verified the veracity of the information, if you're interested.""",,
naderin_remy_sitmOfferTextContact,DialogOptionSelected,"$option == sitm_start
$id == naderin_remy score:200","$missionId = sitm
Highlight $sitm_price
DoCanAffordCheck $sitm_price contact_accept false","$HeOrShe brings up a document on their console, reading it over before $heOrShe speaks to you. ""Apparently, they bought the info from a fence at their local bar, then tried to get it themselves with a rusty Hound and a Dram.""

""Of course, they came back bruised and broken, so now they're reselling the data at a discount to whoever the hell wants it just so the original seller loses most of their cut. And it's working... somehow. The price keeps dropping by a few creds every day or so, like some half-baked bidding war in reverse.""

""Their asking price is $sitm_price credits for the location data. Sure, half the sector's bought it by now, but only a captain like you'd be capable of actually finding the thing.""","contact_accept:Accept
contact_decline:Decline",
"#END Blueprint Intel (Vanilla)",,,,,,
,,,,,,
# Cheap Commodity (Vanilla),,,,,,
naderin_remy_cheapComBlurb,cheapCom_blurb,"$id == naderin_remy score:200",,"""There's some surplus $cheapCom_commodityName available for cheap, if you want it.""",,
naderin_remy_cheapComOfferTextLocal,DialogOptionSelected,"$option == cheapCom_start
$cheapCom_variation == LOCAL
$id == naderin_remy score:200","$missionId = cheapCom
FireBest CheapComOfferText
ShowRemainingCapacity $cheapCom_commodityId
DoCanAffordCheck $cheapCom_totalPrice contact_accept true",,"contact_accept:Accept
contact_decline:Decline","# could add extra dialog here"
naderin_remy_cheapComOfferTextRemote,DialogOptionSelected,"$option == cheapCom_start
$cheapCom_variation == REMOTE
$id == naderin_remy score:200","$missionId = cheapCom
FireBest CheapComOfferText",,"contact_accept:Accept
contact_decline:Decline","# could add extra dialog here"
naderin_remy_cheapComTextLocal,CheapComOfferText,"$cheapCom_variation == LOCAL
!$cheapCom_barEvent
$id == naderin_remy score:200","SetTextHighlights $cheapCom_quantity $cheapCom_pricePerUnit","""Someone cancelled last minute, so the locals have a few extra warehouses full of stuff they want gone. I can hook you up with the goods, if you've got the room.""

""They're willing to sell, um,"" $heOrShe glances at $hisOrHer TriPad, ""Ah.  $cheapCom_quantity units of $cheapCom_commodityName for $cheapCom_pricePerUnit per unit.""",,
naderin_remy_cheapComTextRemote,CheapComOfferText,"$cheapCom_variation == REMOTE
!$cheapCom_barEvent
$id == naderin_remy score:200","SetTextHighlights $cheapCom_quantity $cheapCom_dist $cheapCom_pricePerUnit $cheapCom_totalPrice
Call $cheapCom_ref showMap ""Destination: $cheapCom_marketName""","""The fleet that was meant to pick up the goods were unfortunately blown up by pirates, so now there's some surplus available. Shame about the state of shipping in the sector, but it's a good opportunity for you, captain.""

""There's $cheapCom_quantity units of $cheapCom_commodityName $cheapCom_marketOnOrAt $cheapCom_marketName, $cheapCom_dist light-years away. They're willing to part with the lot at $cheapCom_pricePerUnit per unit, or $cheapCom_totalPrice total. You'll have to talk to $cheapCom_personPost $cheapCom_personName to make the arrangements.""",,
"#END Cheap Commodity (Vanilla)",,,,,,
,,,,,,
# Commodity Production (Vanilla),,,,,,
naderin_remy_cpmBlurb,cpm_blurb,"$cpm_underworld
$id == naderin_remy score:200",,"""The people here are getting a bit fed up with the brands sold wholesale nowadays, so there's good room for a supply of $cpm_commodityName covering a period of several cycles.""
OR
""There's some sort of strategic consideration going on where a few top brass want an extra source of $cpm_commodityName available reliably for several cycles.""",,
naderin_remy_cpmOfferTextContact,DialogOptionSelected,"$option == cpm_start
$cpm_underworld
$id == naderin_remy score:200","$missionId = cpm
SetTextHighlights $cpm_needed $cpm_missionCycles $cpm_monthlyPayment $cpm_contractCycles $cpm_totalPayment","""The current suppliers aren't quite cutting it these past few cycles, so there's a little room for us to disrupt the market a little. So, the details are..."" $HeOrShe picks up a datapad, scrolling through the contents before they continue.

""Right. Can you help supply $cpm_needed units of $cpm_commodityName? We'll need it available within $cpm_missionCycles cycles. Get it done and you'll get monthly payments of $cpm_monthlyPayment credits over $cpm_contractCycles, for a total of $cpm_totalPayment credits.""

""We'll even let you put your face on the packaging, if you want. Just as long as the supply doesn't go dry, we'll both get a little richer from this arrangement.""","contact_accept:Accept
contact_decline:Decline",
"#END Commodity Production (Vanilla)",,,,,,
,,,,,,
# Custom Production (Vanilla),,,,,,
naderin_remy_cpcBlurb,cpc_blurb,"$cpc_armsDealer
$id == naderin_remy score:200",,"""Someone's getting a supply of military-grade ships and weapons soon. I could pull a few strings and get some of it diverted to you, if you'd like.""",,
naderin_remy_cpcOfferTextContact,DialogOptionSelected,"$option == cpc_start
$cpc_armsDealer
$id == naderin_remy score:200","$missionId = cpc
SetTextHighlights $cpc_maxCapacity $cpc_costPercent $cpc_days
DoCanAffordCheck 0 cpc_pickPlayerBP false","""We've got some rich kid ordering military-grade equipment here, of all places. I mean, $entity.name? Seriously?"" $HeOrShe clicks their tongue, amused.

""Anyway, they don't want their blood relatives figuring out they've squandered their inheritance on a shipment of kneepads, so to speak, so I figure we'll be able to divert $cpc_maxCapacity credits worth of manufacturing capacity to you.""

""We'll still need to bump up the cost to cut myself a profit, and to mask our interference here, so everything'll cost $cpc_costPercent of the base cost. That way, they probably won't notice the mistake on their accounting ledgers in between all their shiny new toys, so... well, when the delivery's made in about $cpc_days, neither of us will need to be worried about anyone asking questions.""","cpc_pickPlayerBP:Make a selection from your own blueprints
cpc_pickContactBP:See what blueprints they have available
contact_decline:Decline",
"#END Custom Production (Vanilla)",,,,,,
,,,,,,
# Dead Drop (Vanilla),,,,,,
naderin_remy_ddroBlurb,ddro_blurb,"$id == naderin_remy score:200",,"""Hey, so. Another dead drop. Just a normal one, if you're down for it.""",,
naderin_remy_ddroOfferTextContact,DialogOptionSelected,"$option == ddro_start
$id == naderin_remy score:200","$missionId = ddro
Highlight $ddro_dist $ddro_reward
Call $ddro_ref showMap ""Destination: $ddro_systemName""","""Hey, the first one we did together might have been a touch scuffed, but this one I'm just the middleman for. You won't have to worry about any rumours this time around. Probably.""

""You know the drill. Deliver this item to the specified location in $ddro_systemName, $ddro_dist light-years away. Don't be seen making the drop, and don't tell anyone about it. The reward is $ddro_reward credits."" $HeOrShe taps at $hisOrHer datapad and your display is overlaid with a $ddro_aOrAnThing.

As you check over the details, you overhear $PersonName grumbling about how ""work gets gobbled up if I'm not the one asking"", finishing off with sighs of woe.




","contact_accept:Accept
contact_decline:Decline",
"#END Dead Drop (Vanilla)",,,,,,
,,,,,,
# Disrupt Spaceport (Vanilla),,,,,,
naderin_remy_dspBlurb,dsp_blurb,"$id == naderin_remy score:200",,"""Big ticket item here. Someone wants the $dsp_industry $dsp_marketOnOrAt $dsp_marketName disrupted.""",,
naderin_remy_dspOfferTextContact,DialogOptionSelected,"$option == dsp_start
$id == naderin_remy score:200","$missionId = dsp
Highlight $dsp_dist $dsp_disruptDays $dsp_reward $dsp_marines
Call $dsp_ref showMap ""Target: $dsp_marketName""","""I'll get straight to it, captain. The task is to see the $dsp_industry $dsp_marketOnOrAt $dsp_marketName, $dsp_dist light-years away disrupted for at least $dsp_disruptDays days. On success, you'll recieve $dsp_reward credits.""

$HeOrShe sets aside the bottle of grog they had been drinking, quickly bringing up further details onto a shared holo-display. ""Tac-intel's identified a few points of consideration. Take a look."" The details are consistent and thorough overall, giving you a complete overview on $dsp_marketName.

Assuming you don't bother taking down any orbital stations, or try cutting off incoming shipments to cause a few supply disruptions, you estimate that you'd need around $dsp_marines marines to carry out this raid.","contact_accept:Accept
contact_decline:Decline",
"#END Disrupt Spaceport (Vanilla)",,,,,,
,,,,,,
# Jailbreak Mission (Vanilla),,,,,,
naderin_remy_jabrBlurb,,"$id == naderin_remy score:200",,"""A certain individual of interest has been, ah, unjustly imprisoned. Your help resolving this would be much appreciated.""",,
naderin_remy_jabrOfferTextContact,DialogOptionSelected,"$option == jabr_start
$id == naderin_remy score:200","$missionId = jabr
Highlight $jabr_dist $jabr_reward $jabr_marines
Call $jabr_ref showMap ""Target: $jabr_marketName""","""Not my circus, but someone's referred me this task because they're a little desperate for solutions. No idea why, but I'll relay the details of the operation to you.""

""Extract the target on $jabr_marketOnOrAt $jabr_marketName, located $jabr_dist light-years away. There's a reward of $jabr_reward credits on a successful extraction and upon handover of the individual to me. I'll handle discreet transfer to our mutual client from there.""

$HeOrShe picks up a datapad, quickly bringing up further details onto a shared holo-display. ""Not to say our client hasn't done anything. They've managed to collect some tac-intel on their ground defences should things get a bit spicy. Take a look.""

You estimate that you'd need around $dsp_marines marines to carry out this operation, assuming you go straight in for an extraction without any preliminary groundwork.","contact_accept:Accept
contact_decline:Decline",
"#END Jailbreak Mission (Vanilla)",,,,,,
,,,,,,
# Hand-me-down Freighter (Vanilla),,,,,,
naderin_remy_hmdfBlurb,hmdf_blurb,"$id == naderin_remy score:200",,"""I have an old freighter sitting around, picking up dust. Perhaps you'd like to take it?""",,
naderin_remy_hmdfOfferTextContact,DialogOptionSelected,"$option == hmdf_start
$id == naderin_remy score:200","$missionId = hmdf
SetTextHighlights $hmdf_price","""A miner took out a loan with this $hmdf_hullClass freighter as collateral. Needless to say, they've defaulted on their debt, so this thing's getting sold. Or scrapped. Either way, I can sell it to you for $hmdf_price credits.""","hmdf_look:Ask for detailed info on the freighter
contact_decline:Decline",
